date,BTC Price,BTC High,BTC Low,BTC Open,BTC Previous Close,Crude Oil Price,Gold Price,ETH Price,MSFT Price,JPM Price,JNJ Price,XOM Price,Sentiment Article 1,Sentiment Article 2,Sentiment Article 3
6/26/2024 03:46:10,67282.7779,67268.2773,67570.5546,68031.2755,68461.4531,60.9,2448.1215,3837.7853,420.319,200.29,172.55,119.06,1,0,1
7/10/2024 11:31:00,68234.4508,66559.1707,66579.9907,66440.3111,66402.7551,96.3,2425.4121,3888.6326,452.679,209.95,177.26,116.72,2,1,0
6/30/2024 12:56:35,69856.7111,66655.7395,69622.1516,67351.1691,68414.3541,64.0,2415.5661,3768.5122,470.278,192.92,199.95,114.62,1,0,2
6/18/2024 14:24:03,67145.2238,69893.0595,68593.1206,66914.4364,66675.4021,78.8,2414.9962,3736.2235,449.682,209.34,159.02,115.96,1,2,1
7/18/2024 04:07:12,69685.1118,69871.2858,68329.1587,69549.769,68818.6473,83.4,2455.806,3917.3526,499.058,207.38,194.53,115.11,0,0,2
7/7/2024 10:27:31,67914.5755,66968.9106,66590.7354,66766.9957,66386.328,60.8,2467.8527,3793.8995,439.405,180.25,150.64,115.46,0,1,1
6/9/2024 16:40:31,67642.0528,67929.6302,68414.3727,69334.8,69802.4244,55.9,2427.3664,3965.3341,462.462,185.2,157.13,114.35,0,1,1
5/26/2024 09:30:48,67752.8322,68650.4314,67731.8928,66303.9645,67139.0791,59.7,2419.9252,3710.7917,449.93,190.59,142.13,114.77,1,1,2
6/16/2024 12:19:59,69028.1773,68374.8282,68197.8505,66796.3458,68753.215,60.8,2448.3199,3900.3681,446.042,188.28,154.17,115.29,2,1,1
6/11/2024 17:23:44,69181.5967,66129.7747,66928.4096,69231.1724,66686.2604,97.7,2445.4386,3761.0994,432.965,197.51,158.04,118.27,2,0,0
6/22/2024 18:07:58,68282.3611,68097.057,66492.7222,68320.8387,68900.9418,76.8,2480.9538,3800.559,430.047,207.27,192.33,113.2,0,1,1
6/24/2024 19:57:40,69094.5204,69122.6366,67953.7278,69548.2797,67321.4415,74.5,2425.1473,3990.5582,444.104,199.33,199.79,119.35,2,2,1
7/2/2024 18:06:48,67114.1272,68719.9168,69716.8147,66948.7545,69784.1827,74.6,2439.5796,3751.6252,427.173,195.64,192.86,119.22,1,0,1
6/15/2024 03:46:33,69823.4817,68736.0253,66272.8319,68779.5221,68944.0032,81.5,2425.3452,3785.9484,493.45,199.15,197.96,119.45,2,2,1
6/30/2024 18:53:09,68321.5993,68077.5115,68266.2022,67100.4074,67907.7316,65.8,2491.2531,3819.9287,467.241,205.99,154.77,113.87,1,1,2
7/9/2024 22:24:29,68391.8256,69614.5632,66454.0743,69869.6809,67102.9446,55.7,2415.1343,3734.7148,421.641,198.97,153.7,119.36,0,2,0
6/20/2024 01:16:58,68798.2682,66135.1449,67415.1082,67439.2875,67620.089,84.1,2421.9797,3870.2517,435.055,197.33,190.93,115.16,1,1,1
5/28/2024 16:58:55,66638.4758,67699.7057,67839.1453,69485.0762,68834.8322,72.5,2402.3854,3879.3706,410.489,199.05,193.64,117.46,0,0,0
7/24/2024 20:07:16,67135.0174,68162.6922,66624.7606,66365.4723,67907.4241,77.6,2485.8093,3726.6154,451.755,209.93,177.66,118.56,0,1,0
6/12/2024 13:00:49,69036.2585,67056.048,68671.104,67726.0361,67026.9869,84.5,2445.3327,3905.8052,437.39,206.97,152.44,117.71,0,2,1
7/24/2024 20:13:03,68830.3268,67846.8702,69695.3128,68392.8649,68191.9361,96.7,2411.6219,3877.3262,486.231,180.57,148.79,116.55,1,1,0
5/29/2024 23:05:10,68372.8012,66732.8164,67734.0353,68188.0297,66358.8749,95.7,2430.4349,3968.8851,472.316,196.14,164.19,116.77,2,1,0
7/3/2024 01:10:00,67841.1181,67458.1995,67435.6238,69411.8579,69406.2003,91.0,2471.7251,3917.8417,498.686,191.77,166.68,118.6,2,2,2
7/2/2024 23:08:05,67196.9967,66680.3451,69381.976,66371.8388,69204.1785,50.1,2404.0301,3894.3931,452.039,204.95,141.72,117.6,1,2,2
5/23/2024 05:26:16,67568.1159,68923.7782,69448.7226,68999.0627,68197.9668,67.1,2459.1505,3863.9873,443.758,185.91,144.46,113.85,1,0,0
5/23/2024 07:52:01,69819.5403,68749.5338,66310.7697,69597.6309,68824.39,51.8,2462.4848,3906.3305,445.749,205.66,183.41,117.24,2,1,1
7/3/2024 11:04:13,67886.1005,67134.2204,68639.3367,69346.5044,68139.087,57.1,2451.2654,3835.6154,489.178,199.03,195.57,119.37,1,0,0
6/1/2024 16:54:43,68129.5887,68293.2288,67074.6156,66106.788,67794.8712,67.2,2443.6585,3972.4352,412.013,198.81,192.15,115.24,1,0,2
5/24/2024 04:00:15,66815.1326,67205.1576,66528.0918,68499.2408,68992.007,83.0,2461.8047,3775.4081,422.461,192.67,172.44,119.81,2,1,2
6/10/2024 16:38:17,67836.6955,66335.599,67438.291,67880.3486,68618.5103,60.8,2474.2499,3839.1674,476.384,200.26,166.64,117.02,2,2,1
6/28/2024 01:39:05,67284.725,67156.0617,66554.7347,67092.2192,66029.6668,64.4,2424.7725,3702.1162,460.764,190.07,157.81,114.67,1,1,2
6/10/2024 18:22:09,69832.8514,67515.1771,67771.2358,66638.4291,67696.1481,63.9,2443.7866,3789.9829,485.218,202.51,148.55,116.08,2,0,0
7/17/2024 17:31:36,66372.7252,67729.2942,66300.0017,68528.7382,68518.9371,93.2,2410.8838,3751.4811,472.961,195.76,191.58,114.47,1,1,2
5/25/2024 14:28:11,68359.9814,68734.0754,69351.1514,69956.3418,68696.7641,50.2,2455.7079,3706.306,412.533,195.32,140.72,118.17,0,2,0
7/18/2024 19:33:45,66840.6378,67036.9143,67887.6612,68344.3085,67399.3715,61.2,2455.7294,3985.5227,430.222,188.33,164.66,117.75,2,1,2
7/26/2024 04:17:14,67692.6794,68884.358,66600.8731,68631.7285,68476.0039,73.7,2401.7981,3944.1133,441.948,207.1,158.62,114.05,0,1,2
6/3/2024 06:36:29,67793.21,68104.2035,67630.653,68348.2576,66061.7112,94.6,2489.6261,3935.2022,468.485,188.22,173.22,119.18,1,0,1
7/16/2024 23:11:00,69930.1853,66498.2294,68582.9824,68697.2476,66208.7511,79.4,2457.7738,3849.1115,428.828,202.17,159.43,119.71,1,0,0
7/15/2024 21:11:40,66485.783,68894.1899,66803.5146,67884.4514,67548.7788,75.5,2404.0591,3768.0081,471.088,196.73,174.79,114.6,1,0,2
6/3/2024 17:41:42,67954.8662,68207.7211,66160.1527,66969.8111,66219.5269,62.1,2475.7146,3759.6571,450.719,206.35,154.43,118.51,2,2,2
6/27/2024 14:30:07,68174.0456,69053.5677,66736.6425,69120.9239,68295.8033,61.3,2451.5353,3923.8473,411.334,180.01,142.48,115.1,0,0,0
7/20/2024 23:50:32,69074.3583,66472.3591,69911.5538,69403.0579,67501.6504,99.6,2435.3242,3895.8484,444.054,186.58,175.58,115.75,1,0,0
6/7/2024 15:54:56,68007.7235,69382.3006,66857.4499,69792.8338,67795.7007,74.9,2444.3726,3753.4589,457.888,205.84,199.92,119.25,1,2,1
6/15/2024 07:52:34,69203.0451,66284.3072,66836.9906,68362.696,66239.7559,87.7,2424.4104,3960.1019,475.575,186.49,181.07,119.63,0,1,1
7/2/2024 08:14:15,66366.1225,68827.3416,66339.8768,69097.4807,67396.5269,66.5,2411.132,3954.3351,485.197,181.01,187.13,117.94,1,2,1
6/14/2024 12:28:22,67889.9654,66795.657,68615.805,66761.7953,66170.0762,67.7,2482.7352,3957.0646,456.632,194.47,179.1,113.74,1,2,0
6/12/2024 09:15:50,67265.621,67529.9845,66530.3685,68576.308,69323.055,64.7,2484.817,3802.8432,461.289,186.71,151.38,118.73,1,1,2
7/26/2024 10:00:18,66375.4851,68870.7865,66919.8528,69061.1062,66525.5449,91.9,2485.559,3965.2168,463.047,194.83,197.86,119.47,1,1,0
6/10/2024 22:38:38,69026.2953,66116.5141,68321.778,67644.8573,67555.0863,64.1,2432.0006,3851.0171,450.378,203.22,174.12,118.03,0,1,0
7/28/2024 12:47:24,68453.7428,66644.8957,68534.6419,67882.3084,66878.2863,82.1,2493.9715,3794.9102,431.625,187.14,159.06,118.8,1,2,1
7/23/2024 13:38:44,68805.8476,69189.3907,68437.3726,67987.3459,66287.0037,86.9,2444.4848,3793.5143,414.251,199.03,170.65,117.53,0,0,0
6/3/2024 21:36:29,69442.5712,69225.632,66625.5398,66143.4827,68895.8841,75.8,2487.7529,3907.5817,402.11,186.84,147.3,114.38,1,0,1
6/19/2024 16:52:08,69279.7451,69203.4001,66874.6558,69385.5173,67244.9209,80.5,2423.2337,3910.2987,458.611,182.3,155.06,114.18,2,0,0
7/23/2024 23:00:46,69136.0842,67090.3621,66604.8213,68065.1677,67841.5481,57.1,2450.435,3923.5671,456.05,180.65,195.6,115.14,1,1,0
7/8/2024 22:24:58,68386.2915,68873.2672,69207.2508,67265.8708,69696.0318,78.3,2490.7975,3814.9072,461.81,181.89,196.82,115.87,2,2,1
6/14/2024 20:13:48,69734.0575,68165.324,67500.1534,67419.3316,66357.5133,52.2,2401.1646,3962.6798,474.753,209.65,181.87,119.58,2,1,0
6/25/2024 13:05:21,68145.1953,68811.2348,69398.4288,68773.0451,68590.4852,99.7,2463.9226,3869.4673,432.198,186.82,175.01,119.25,1,0,2
6/2/2024 10:07:50,68824.5132,68610.424,66782.6192,69605.9324,68440.6532,72.6,2448.2354,3858.947,436.311,201.26,140.98,115.8,0,2,1
6/18/2024 00:23:54,68855.9672,66618.9326,66512.623,67085.7411,66393.7963,79.7,2419.1933,3740.3852,432.669,190.4,168.76,113.95,0,2,0
6/10/2024 10:19:07,66876.5902,66807.057,68016.3613,68180.0172,68822.1324,60.3,2456.5366,3893.0014,464.021,209.61,174.52,117.02,1,1,2
6/8/2024 18:47:56,66941.5508,67225.6214,67809.2603,66918.8986,69084.8694,87.0,2420.2833,3771.0926,466.292,203.56,192.12,114.58,0,0,0
6/22/2024 04:40:07,67849.9876,69354.0634,68443.6692,69200.2184,67319.0512,56.8,2422.0739,3723.3635,488.663,188.75,194.07,118.37,0,0,0
6/19/2024 00:52:07,69747.3345,68237.3658,68909.6431,69791.4701,67126.8139,66.9,2409.7542,3713.9604,498.011,180.31,196.25,119.63,1,0,1
6/21/2024 12:40:35,68935.9948,69748.6883,68688.9121,68799.8865,66888.1278,51.3,2473.0454,3771.2897,497.323,206.11,143.85,117.93,1,2,1
6/4/2024 06:35:37,69635.8506,66608.7481,67052.2808,68873.1086,69319.9834,52.6,2410.6782,3975.9462,446.889,204.38,150.16,113.18,0,0,2
7/30/2024 06:05:48,67690.8668,66451.0123,68627.689,68270.9172,69038.2893,67.5,2483.3656,3873.4337,415.903,194.23,161.76,118.83,0,2,1
6/25/2024 18:51:10,67038.3465,69746.3254,67885.785,67767.2996,69644.239,83.4,2412.2726,3862.6489,489.335,196.75,167.57,119.77,2,0,0
6/5/2024 14:53:00,67892.9433,69101.7563,67578.8714,66740.5463,69987.1475,75.4,2473.8115,3962.0645,438.291,189.66,189.78,114.81,1,1,0
6/14/2024 23:47:10,66534.5879,69315.8155,68701.935,68851.7331,66820.4771,77.8,2424.9344,3785.216,450.392,200.44,167.08,118.35,1,2,0
5/31/2024 19:08:05,67695.4215,67936.8792,69089.2025,68718.4634,66986.4012,90.4,2405.8851,3948.1556,429.085,197.56,175.44,114.09,2,1,1
6/13/2024 17:19:13,68763.3575,67334.6417,67472.0144,66513.9696,67413.6924,95.2,2434.4333,3917.6942,461.562,195.47,166.24,115.06,0,0,2
6/9/2024 17:35:15,69606.6904,66158.988,68836.2363,67071.4398,67764.4123,70.2,2439.6222,3776.1661,453.47,189.18,169.02,115.01,2,0,2
5/28/2024 22:41:56,67102.8127,67446.701,66862.6657,66430.3908,68287.3039,74.5,2405.9741,3868.634,474.081,207.86,167.59,119.9,1,0,0
6/20/2024 07:09:50,67463.7333,68641.4911,66607.0807,69844.9777,68909.3743,83.2,2441.4081,3850.0444,472.554,195.84,185.12,119.64,1,0,1
7/2/2024 09:51:01,69169.5214,67020.2811,66825.8019,69481.9349,66696.0895,59.9,2441.5663,3906.7922,419.112,203.37,172.09,118.29,2,2,2
7/11/2024 10:25:05,68037.6046,67261.8903,66591.2115,68924.4401,66758.9177,81.8,2428.1655,3958.878,445.227,187.21,184.02,114.59,0,1,2
7/24/2024 06:06:32,66980.5126,67218.2697,69528.8474,67841.9702,67608.4485,51.3,2475.3937,3816.8626,426.657,188.95,181.49,114.83,2,2,2
7/6/2024 00:03:23,69289.829,68275.6462,69674.7421,67206.978,67313.0214,82.5,2448.2965,3772.8618,471.341,181.62,174.36,115.64,2,2,0
7/17/2024 19:10:29,68418.6872,69493.9905,67821.5205,68568.1608,69711.436,73.6,2461.6621,3867.2695,454.789,209.21,174.28,117.76,0,0,1
7/18/2024 08:03:56,69435.3093,69261.3762,68081.396,66382.1283,69308.9956,94.3,2449.9752,3935.9861,476.972,193.79,177.81,118.63,0,2,1
7/22/2024 05:21:25,66464.8212,68675.1754,68935.4687,66687.734,66868.4584,61.4,2417.5933,3850.9601,468.935,185.85,178.4,117.07,2,0,0
5/31/2024 05:54:19,69192.1812,69638.0921,66753.0264,66590.8713,67616.0097,63.9,2484.6156,3734.944,406.771,181.0,164.34,114.02,1,1,1
6/13/2024 14:31:01,68017.2737,68063.8304,66422.3474,67077.3136,66157.8148,91.6,2466.1077,3890.7384,482.183,195.89,146.95,117.29,1,0,0
5/25/2024 04:25:25,67870.6127,68501.0401,66977.9396,67326.696,69204.4094,81.9,2403.1343,3702.5962,433.395,202.94,156.5,118.66,0,0,2
7/14/2024 13:08:33,69859.2817,67969.1846,67583.3106,66731.158,68312.4324,56.1,2454.1481,3775.4386,425.717,197.09,195.57,116.41,1,1,2
7/15/2024 06:02:21,66197.5165,68456.0915,69885.319,66061.4429,69515.6142,72.9,2446.8612,3768.6379,493.336,186.09,180.65,119.63,0,2,2
5/24/2024 18:52:13,67923.1498,69228.3198,66310.0585,68086.5401,66317.714,91.9,2463.6448,3996.6248,485.173,197.06,140.98,118.74,0,2,2
7/27/2024 06:55:32,68780.5988,66168.6989,66674.6265,69345.7182,69261.7538,87.3,2465.4138,3832.2093,494.502,209.6,198.57,116.36,0,1,1
5/24/2024 10:09:42,68176.9782,66737.9428,66848.5688,68365.3818,67118.5915,83.9,2486.7488,3920.5918,440.325,184.92,183.13,113.93,1,1,1
7/9/2024 23:37:10,66531.8066,66556.3618,66158.0487,67504.3821,66916.19,55.6,2458.5216,3908.6706,477.829,201.15,186.9,114.22,2,0,1
6/4/2024 17:25:28,66744.6089,69930.7974,66999.7967,67954.4062,68105.0185,94.1,2431.567,3988.2969,412.342,189.36,160.92,118.15,2,0,0
6/5/2024 14:54:36,66605.2472,66905.7948,69303.0922,68642.9067,67278.677,60.8,2400.625,3993.3415,479.856,188.6,182.31,113.75,1,0,2
7/3/2024 19:25:59,67080.9018,69682.1041,68488.8614,66949.7707,67984.0062,96.7,2405.2913,3891.2442,464.49,207.52,175.58,116.27,0,1,1
6/19/2024 04:56:22,69159.4228,67545.1474,67363.4891,66997.373,67146.5716,76.5,2423.0593,3854.9486,445.28,204.57,198.67,115.1,1,0,1
5/27/2024 10:09:33,66786.5595,68318.9345,66888.2039,68596.6518,68656.3944,81.5,2442.4784,3832.7386,478.458,198.56,172.48,115.94,2,2,1
5/31/2024 13:35:23,67019.4232,66285.7681,66854.5523,67040.1644,68789.6818,64.1,2438.0023,3791.9588,421.448,201.09,165.56,116.8,2,0,1
7/14/2024 13:14:21,67754.9043,67130.9267,67325.2003,69716.1363,69781.8023,69.0,2476.4378,3826.1158,471.752,200.89,157.89,115.57,0,2,0
6/9/2024 04:57:28,68717.864,66043.2432,66193.3608,66212.6923,67192.171,91.3,2465.7167,3921.444,458.439,205.12,167.22,114.36,2,1,1
7/23/2024 19:23:35,66437.2703,66100.3553,69176.7916,66193.4913,67574.9204,93.4,2443.2312,3781.0201,479.022,197.04,190.34,113.69,1,2,1
6/23/2024 13:48:26,66644.6435,69044.3483,68311.4079,67810.7087,67024.2528,90.2,2405.5575,3732.9267,490.966,192.35,180.75,115.33,0,0,1
5/26/2024 00:05:41,68131.5416,66419.8847,66823.9746,68428.8148,68171.2126,50.8,2476.4317,3793.0408,492.938,183.0,190.29,114.68,1,1,2
6/17/2024 02:18:25,67026.3717,68336.796,66581.4322,66612.1758,67359.1286,72.1,2474.6958,3801.177,475.221,182.15,159.96,113.28,0,2,0
7/3/2024 21:21:04,68499.2509,68565.6767,66506.3683,69072.5269,66685.9484,94.9,2402.6888,3994.9306,401.958,186.07,150.0,114.98,2,1,2
7/20/2024 18:28:42,66792.0219,66518.6595,68186.3105,69066.2432,69512.1849,98.2,2424.6412,3803.9398,476.557,208.64,142.01,113.48,0,2,2
6/26/2024 12:06:44,67397.2702,66367.7842,67423.8778,68273.9192,67928.4788,66.9,2450.1774,3739.6667,440.93,180.66,165.91,116.12,0,0,2
6/14/2024 06:15:32,68507.2001,67959.5204,66287.0115,67717.7979,69906.4554,97.1,2448.9943,3831.675,432.586,195.32,142.6,115.49,0,1,2
5/31/2024 05:25:22,68079.8419,67329.4829,68054.5245,69202.4029,67065.1707,75.0,2424.8772,3816.5307,445.959,200.45,140.77,116.44,2,1,0
6/13/2024 10:01:22,68603.6088,68863.0631,69083.5822,69598.6976,67184.6566,54.0,2485.1496,3735.6615,457.201,190.99,147.02,116.0,2,1,2
7/20/2024 23:39:42,67730.3059,67993.2857,67710.6546,69277.07,66217.7051,51.4,2453.183,3741.9389,485.198,196.6,168.42,116.45,2,1,2
7/22/2024 21:01:51,68378.1061,67011.2579,66354.8314,69609.1913,69876.6168,83.8,2472.8848,3864.2424,403.519,204.23,174.02,117.8,1,0,2
